"id","fwei_change_mean","flood_share","pland_flood","np_flood","flood_cohesion","flood_clumpy","flood_lpi","mean_dist_green","min_dist_green"
1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,0.00619989868075783,0.0263157894736842,2.63157894736842,1,54.4135192072642,0.743243243243243,2.63157894736842,109.170440673828,104.041313171387
7,0.011792434418801,0.0332409972299169,3.32409972299169,2,66.2503006056306,0.756615540198888,2.77008310249307,101.845731735229,92.5045852661133
8,0.0058636441306507,0.00277008310249307,0.277008310249307,1,0,NA,0.277008310249307,118.477348327637,118.477348327637
9,0.0214491831687652,0.0886426592797784,8.86426592797784,1,86.8957932742439,0.978898760813654,8.86426592797784,2.24520729482174,0
10,0.00793712066906784,0.00263157894736842,0.263157894736842,1,0,NA,0.263157894736842,106.604286193848,106.604286193848
11,0.00734691268169229,0,0,0,NA,NA,0,NA,NA
12,0.00770644694213107,0.0304709141274238,3.04709141274238,3,54.4858695954154,0.656190476190476,1.93905817174515,129.469594782049,107.109527587891
13,0.00287189962605566,0,0,0,NA,NA,0,NA,NA
14,0.0090026550652223,0.068421052631579,6.8421052631579,3,72.9971248228742,0.685820587019429,4.21052631578947,5.05394941109877,0
15,0.0371232921969651,0.224376731301939,22.4376731301939,6,87.4124517373894,0.749305555555556,18.8365650969529,0,0
16,0.0321352374562052,0.213296398891967,21.3296398891967,5,83.7899361603726,0.756990472245236,14.6814404432133,1.35385186331613,0
17,0.0223165435886447,0.243767313019391,24.3767313019391,2,92.3041090577956,0.797858192762651,22.4376731301939,43.7070605321364,15.5867252349854
18,-0.0488957803300429,0,0,0,NA,NA,0,NA,NA
19,-0.0280688747221585,0.0637119113573407,6.37119113573407,2,77.9767086306785,0.79232412886259,5.54016620498615,42.6940749624501,25.977876663208
20,-0.0131883308268217,0.0914127423822715,9.14127423822715,2,79.774877008713,0.816565040650407,5.26315789473684,43.4738540649414,36.369026184082
21,-0.00815804846536989,0.0166204986149584,1.66204986149584,3,35.1851851851852,0.564185110663984,1.10803324099723,44.4598064422607,37.8243598937988
22,-0.0389826916792356,0,0,0,NA,NA,0,NA,NA
23,-0.014865876202959,0,0,0,NA,NA,0,NA,NA
24,-0.000795986313180007,0,0,0,NA,NA,0,NA,NA
25,0.0102489585160873,0.00277008310249307,0.277008310249307,1,0,NA,0.277008310249307,41.5646018981934,41.5646018981934
26,0.0152055870842703,0.0342105263157895,3.42105263157895,2,71.239704032982,0.71238268240993,3.15789473684211,24.5731847469623,14.6953058242798
